	PhCN	PhCN/TiO2-Ethanol	PhCN-TiO2-water			
615.027786	3804	729	2027			
615.132993	3791	726	1976			
615.2382	3783	780	2075			
615.343407	3828	692	1996			
615.448614	3848	778	2013			
615.55382	3751	712	2065			
615.659027	3937	707	2005			
615.764233	3783	751	1991			
615.869439	3829	767	2034			
615.974644	3841	706	2014			
616.07985	3762	744	2015			
616.185055	3797	722	2020			
616.29026	3688	733	2040			
616.395465	3845	745	1971			
616.500669	3707	721	2006			
616.605874	3681	763	1975			
616.711078	3634	762	1942			
616.816282	3671	720	1965			
616.921486	3573	679	2031			
617.02669	3794	748	2009			
617.131893	3662	733	1926			
617.237096	3722	716	1971			
617.342299	3654	722	1942			
617.447502	3639	716	2019			
617.552705	3643	757	1921			
617.657907	3643	733	1963			
617.763109	3598	737	2017			
617.868311	3644	719	1988			
617.973513	3594	718	1895			
618.078715	3628	731	1981			
618.183916	3635	717	1925			
618.289117	3651	741	1903			
618.394318	3582	701	1918			
618.499519	3613	731	1982			
618.604719	3608	693	1936			
618.70992	3634	704	1946			
618.81512	3541	731	1948			
618.92032	3666	737	1945			
619.025519	3584	689	1882			
619.130719	3557	721	1910			
619.235918	3530	681	1982			
619.341117	3517	692	1908			
619.446316	3543	716	1911			
619.551515	3574	710	1876			
619.656713	3464	703	1894			
619.761912	3549	660	1885			
619.86711	3461	719	1865			
619.972308	3484	717	1957			
620.077505	3483	708	1891			
620.182703	3454	687	1867			
620.2879	3488	695	1818			
620.393097	3445	678	1837			
620.498294	3342	672	1876			
620.603491	3428	698	1878			
620.708687	3465	701	1879			
620.813883	3411	711	1884			
620.919079	3422	689	1855			
621.024275	3431	717	1800			
621.129471	3328	703	1886			
621.234666	3323	675	1827			
621.339861	3356	690	1829			
621.445056	3343	689	1862			
621.550251	3298	705	1839			
621.655446	3279	669	1852			
621.76064	3309	677	1830			
621.865834	3380	697	1754			
621.971028	3362	734	1865			
622.076222	3399	741	1770			
622.181416	3310	728	1823			
622.286609	3412	674	1862			
622.391802	3199	661	1809			
622.496995	3185	652	1838			
622.602188	3302	714	1873			
622.70738	3239	639	1784			
622.812573	3172	652	1770			
622.917765	3271	674	1779			
623.022957	3277	692	1825			
623.128148	3179	669	1798			
623.23334	3233	685	1779			
623.338531	3310	638	1793			
623.443722	3201	639	1769			
623.548913	3270	641	1669			
623.654104	3203	640	1737			
623.759294	3283	637	1732			
623.864485	3191	685	1834			
623.969675	3157	655	1712			
624.074865	3255	633	1744			
624.180054	3239	656	1675			
624.285244	3154	647	1739			
624.390433	3135	676	1702			
624.495622	3198	698	1776			
624.600811	3104	630	1736			
624.705999	3081	646	1674			
624.811188	3096	653	1775			
624.916376	3112	645	1724			
625.021564	3124	652	1742			
625.126752	3185	688	1773			
625.231939	3177	631	1731			
625.337127	3105	624	1733			
625.442314	3126	673	1723			
625.547501	3074	652	1740			
625.652687	3066	614	1688			
625.757874	3081	653	1732			
625.86306	3041	638	1706			
625.968246	3080	622	1714			
626.073432	3053	627	1654			
626.178618	3091	641	1718			
626.283804	2995	614	1728			
626.388989	3141	664	1715			
626.494174	3045	601	1692			
626.599359	3025	609	1678			
626.704544	3007	612	1651			
626.809728	2999	598	1666			
626.914912	2994	609	1650			
627.020096	2955	633	1661			
627.12528	2993	642	1674			
627.230464	3011	637	1718			
627.335647	2994	640	1656			
627.440831	2972	632	1729			
627.546014	3050	614	1654			
627.651196	2978	595	1672			
627.756379	2971	602	1713			
627.861561	2980	571	1682			
627.966744	2925	639	1606			
628.071926	3036	638	1674			
628.177107	2969	578	1634			
628.282289	3005	596	1621			
628.38747	2936	589	1661			
628.492651	3013	626	1631			
628.597832	2963	608	1615			
628.703013	2927	610	1648			
628.808194	3014	602	1648			
628.913374	2912	580	1646			
629.018554	2955	606	1614			
629.123734	2878	587	1613			
629.228914	2925	630	1616			
629.334093	2928	582	1580			
629.439272	2923	594	1611			
629.544452	2898	583	1577			
629.64963	2886	579	1649			
629.754809	2899	611	1572			
629.859988	2896	606	1587			
629.965166	2801	601	1607			
630.070344	2820	581	1573			
630.175522	2796	584	1589			
630.280699	2825	585	1617			
630.385877	2832	568	1578			
630.491054	2743	550	1548			
630.596231	2809	592	1567			
630.701408	2799	589	1569			
630.806584	2800	625	1562			
630.911761	2817	577	1545			
631.016937	2780	581	1578			
631.122113	2821	612	1631			
631.227288	2838	600	1565			
631.332464	2842	541	1510			
631.437639	2803	560	1624			
631.542814	2773	578	1514			
631.647989	2721	586	1587			
631.753164	2760	593	1588			
631.858339	2801	539	1504			
631.963513	2715	565	1518			
632.068687	2764	577	1526			
632.173861	2795	596	1547			
632.279034	2802	542	1562			
632.384208	2697	592	1536			
632.489381	2683	565	1533			
632.594554	2804	552	1472			
632.699727	2765	534	1516			
632.8049	2782	547	1543			
632.910072	2663	551	1543			
633.015244	2758	603	1517			
633.120416	2704	555	1532			
633.225588	2704	558	1550			
633.33076	2760	559	1548			
633.435931	2689	554	1553			
